<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.02	15:00:00	1855.76	1858.65	1850.79	1856.47	8828	0	18
2022.06.02	16:00:00	1856.57	1867.19	1856.57	1863.88	9749	0	18
2022.06.02	17:00:00	1863.88	1869.47	1863.27	1865.36	10145	0	18
2022.06.02	18:00:00	1865.30	1869.67	1865.30	1867.87	4695	0	18
2022.06.02	19:00:00	1867.86	1870.45	1867.66	1867.73	4302	0	18
2022.06.02	20:00:00	1867.71	1868.95	1866.39	1867.99	3326	0	18
2022.06.02	21:00:00	1868.02	1869.96	1867.33	1869.28	3076	0	18
2022.06.02	22:00:00	1869.23	1870.17	1868.92	1869.54	2212	0	18
2022.06.02	23:00:00	1869.57	1870.24	1867.92	1868.36	1329	0	19
2022.06.03	01:00:00	1868.75	1869.50	1868.70	1869.40	701	0	18
2022.06.03	02:00:00	1869.44	1870.52	1868.91	1869.82	998	0	18
2022.06.03	03:00:00	1869.82	1873.99	1868.12	1873.19	3209	0	18
2022.06.03	04:00:00	1873.24	1873.66	1870.55	1871.85	2767	0	18
2022.06.03	05:00:00	1871.81	1872.28	1869.80	1870.19	2205	0	18
2022.06.03	06:00:00	1870.17	1870.56	1867.72	1868.84	1967	0	18
2022.06.03	07:00:00	1868.83	1868.85	1866.68	1867.78	1881	0	18
2022.06.03	08:00:00	1867.82	1869.12	1867.17	1868.28	2118	0	18
2022.06.03	09:00:00	1868.23	1869.08	1865.48	1865.64	2753	0	18
2022.06.03	10:00:00	1865.62	1866.79	1864.26	1864.56	3378	0	18
2022.06.03	11:00:00	1864.55	1866.36	1864.28	1864.74	2467	0	18
2022.06.03	12:00:00	1864.76	1865.23	1863.26	1864.74	2494	0	18
2022.06.03	13:00:00	1864.76	1866.44	1864.26	1866.05	2654	0	18
2022.06.03	14:00:00	1866.08	1867.77	1863.36	1863.67	3933	0	18
2022.06.03	15:00:00	1863.73	1866.73	1856.55	1858.27	10203	0	18
2022.06.03	16:00:00	1858.35	1864.48	1857.02	1863.15	10472	0	18
2022.06.03	17:00:00	1862.93	1865.19	1857.53	1857.62	8463	0	18
2022.06.03	18:00:00	1857.62	1857.91	1851.54	1851.84	6714	0	18
2022.06.03	19:00:00	1851.83	1851.85	1848.01	1850.84	5209	0	18
2022.06.03	20:00:00	1850.85	1851.22	1847.27	1848.86	3957	0	18
2022.06.03	21:00:00	1848.93	1850.94	1847.50	1850.75	2473	0	18
2022.06.03	22:00:00	1850.73	1851.32	1848.21	1850.61	2753	0	18
2022.06.03	23:00:00	1850.49	1851.23	1849.89	1851.16	827	0	18
